0.000000,92,93,96,9,80,87,40,48,87,10,47,87,35,75,99,72,87,97,25,33,96,7,75,94,12,23,47,3,15,48
0.260000,12,47,87,40,48,9,80,40,48,25,33,10,7,75,94,72,97,47,47,87,40,47,40,48,35,80,87,10,3,48
0.360000,47,87,80,48,47,87,40,80,87,47,87,80,40,48,10,80,40,48,35,80,87,3,48,40,10,3,48,40,9,80
0.460000,40,48,10,40,48,9,40,9,80,80,10,48,47,87,80,47,87,80,40,87,47,80,87,35,80,40,10,40,80,48
0.520000,80,48,10,48,10,87,80,10,9,40,80,87,10,48,40,80,10,48,80,10,40,80,10,48,87,80,10,48,40,87
0.580000,10,48,80,80,9,87,10,40,87,48,40,87,80,10,48,10,9,40,40,87,10,80,10,40,10,48,13,80,48,10
0.560000,40,87,9,10,87,80,87,48,80,10,40,9,10,87,9,10,48,13,80,10,48,10,48,13,80,10,48,80,40,87
0.500000,80,48,87,80,40,10,10,48,13,87,80,9,87,48,40,40,87,10,63,80,87,10,87,9,40,87,48,80,10,87
0.480000,80,87,40,40,48,13,10,87,40,63,87,13,10,87,48,87,80,40,80,10,87,80,9,40,80,10,9,80,87,9
0.500000,80,87,40,80,87,48,10,48,13,80,87,40,10,87,48,80,10,13,80,10,40,10,87,40,80,87,10,80,87,10
0.560000,87,40,10,87,48,40,80,13,40,87,10,40,10,87,80,10,87,48,10,40,87,80,10,40,80,10,40,80,13,87
0.580000,40,80,13,87,40,10,80,13,10,10,40,80,87,10,40,10,87,80,10,48,40,80,40,48,87,10,40,80,10,40
0.640000,80,40,10,10,80,87,10,40,80,10,40,87,87,10,40,10,40,87,80,40,48,10,40,80,87,40,10,10,40,80
0.680000,10,80,48,87,10,80,80,40,10,40,48,10,87,40,80,10,80,87,10,40,87,10,80,70,80,40,10,87,10,40
0.660000,80,40,48,40,10,87,87,40,80,80,87,40,40,10,48,87,80,10,40,80,10,10,40,87,10,80,40,87,40,80
0.640000,40,80,10,40,80,87,40,80,10,87,40,10,80,40,10,40,80,87,40,10,80,96,80,87,80,10,87,10,40,87
0.660000,40,80,10,40,80,10,80,10,87,40,80,10,80,40,10,40,80,10,40,80,10,40,10,80,40,80,10,87,40,10
0.760000,40,80,10,40,10,87,40,80,10,40,10,87,80,40,10,40,80,87,40,80,10,40,80,10,40,80,10,40,80,10
0.740000,40,80,10,40,80,87,40,80,10,80,10,87,80,40,10,40,80,10,40,80,10,80,10,87,80,40,10,40,80,10
0.740000,80,40,10,40,80,10,40,80,10,80,10,40,80,40,10,40,80,10,40,87,10,40,10,87,80,40,10,40,80,10
0.760000,80,40,10,80,10,87,40,80,10,40,80,10,80,40,10,40,80,10,40,80,10,80,40,10,80,40,10,40,80,10
0.780000,40,80,10,80,40,10,80,40,10,80,40,87,80,87,40,40,80,10,40,10,87,40,80,10,80,10,87,80,40,10
0.720000,40,80,10,40,80,10,80,40,10,80,87,10,40,80,10,40,80,10,80,40,87,80,87,40,10,87,80,80,10,87
0.700000,10,80,40,40,10,87,40,80,10,80,40,10,87,80,40,40,80,10,40,80,10,40,80,10,80,40,10,40,80,87
0.740000,80,40,10,40,80,10,87,80,40,40,10,87,80,40,10,80,40,10,80,40,10,40,80,10,80,40,10,40,80,10
0.760000,40,80,10,80,40,10,80,40,10,80,10,87,80,40,10,40,80,10,40,87,80,80,40,10,80,40,10,80,40,10
0.760000,80,10,87,10,87,40,87,80,10,40,80,10,80,40,87,80,40,10,40,80,10,40,80,10,80,40,10,80,40,10
0.720000,87,80,40,80,40,10,80,40,10,40,10,87,80,10,87,80,40,10,80,10,87,80,40,10,40,10,87,40,10,87
0.680000,10,87,80,80,10,40,87,80,10,80,40,10,80,10,87,40,10,87,40,10,87,40,10,87,80,10,87,80,40,10
0.660000,80,40,10,40,10,87,10,40,87,40,10,87,40,10,87,80,10,87,80,10,40,87,80,10,80,10,87,40,10,87
0.640000,80,10,87,40,10,87,10,87,80,80,40,87,80,10,87,10,87,80,40,87,80,40,10,87,10,40,87,80,40,10
0.620000,80,40,87,80,40,87,87,80,40,80,40,10,40,87,80,10,87,80,10,87,80,10,40,80,80,87,40,40,10,87
0.640000,40,87,10,87,80,10,87,80,10,10,87,40,80,87,10,80,40,87,10,87,80,10,40,80,10,87,40,40,87,10
0.620000,10,87,80,40,80,87,80,40,87,10,87,80,40,87,80,80,10,40,10,40,80,87,80,10,40,87,10,87,80,10
0.640000,10,40,80,80,40,87,10,87,80,80,40,10,80,40,87,40,87,10,40,80,87,40,87,10,80,10,87,80,10,87
0.640000,80,40,10,10,40,6,87,80,40,80,40,87,80,40,10,80,40,87,10,40,80,10,40,87,40,87,10,80,40,10
0.680000,10,40,80,80,87,10,40,87,80,80,40,87,10,40,80,87,80,40,10,40,80,80,10,6,80,40,87,40,25,10
0.660000,87,10,40,10,40,87,10,40,80,80,87,10,40,80,87,40,87,80,40,87,80,80,10,40,10,80,87,10,40,80
0.660000,87,40,80,10,40,80,10,93,87,87,10,40,40,80,87,40,80,10,40,87,80,10,87,80,87,10,40,80,10,87
0.620000,40,80,10,10,80,87,87,10,80,40,80,10,40,80,10,80,10,87,10,87,40,87,10,80,40,80,87,40,80,87
0.660000,87,10,40,10,87,40,40,80,87,40,80,87,80,87,10,10,87,40,40,80,87,87,80,40,80,87,40,40,80,87
0.600000,87,40,10,80,87,10,40,80,87,80,87,10,10,87,40,40,80,87,40,80,87,80,40,10,87,80,40,87,40,80
0.620000,87,40,80,80,87,10,40,80,87,40,80,10,87,80,40,87,80,10,80,10,40,87,40,80,10,87,80,80,87,10
0.640000,80,87,10,80,40,10,87,40,80,10,87,80,80,10,40,87,80,10,80,10,40,80,10,87,10,87,80,80,87,10
0.660000,80,10,87,87,80,10,87,40,80,80,10,40,80,87,10,80,87,10,80,10,87,40,10,87,87,40,80,80,10,87
0.620000,80,87,40,80,40,87,40,10,87,80,87,10,80,40,87,87,40,80,80,87,40,80,10,87,80,40,87,40,80,10
0.620000,87,40,10,40,87,80,40,10,87,80,40,10,80,40,87,40,80,10,87,40,10,80,87,10,87,40,80,80,40,87
0.640000,87,40,10,40,87,80,80,10,87,87,80,10,87,10,40,87,10,40,40,80,10,87,10,80,87,40,80,40,80,87
0.620000,40,80,87,87,80,40,40,87,80,40,80,10,40,80,87,87,10,80,80,10,87,87,10,40,87,10,40,10,80,40
0.640000,10,40,87,80,40,87,87,80,10,87,80,40,87,80,40,10,40,87,40,87,10,87,10,40,10,40,87,40,87,80
0.600000,80,40,10,87,80,10,87,10,40,80,40,87,40,87,80,80,10,40,87,80,10,87,80,40,80,10,40,87,80,40
0.660000,87,80,40,87,10,80,87,10,40,80,10,40,87,80,10,80,10,40,40,87,80,80,40,87,10,40,87,10,40,87
0.640000,80,40,10,10,40,87,10,40,87,10,87,80,87,10,40,80,10,87,80,10,40,80,10,40,10,40,80,80,10,40
0.700000,10,40,87,10,87,40,10,40,87,10,40,87,80,10,87,80,10,40,80,40,10,10,40,80,87,10,80,10,80,87
0.660000,80,40,10,10,40,87,10,40,80,10,40,87,80,10,87,10,40,87,10,40,80,10,40,87,10,87,80,10,40,80
0.680000,10,80,87,10,40,80,40,80,87,10,40,80,10,40,80,80,40,10,10,80,87,10,40,80,80,40,10,10,87,40
0.720000,10,40,80,80,40,87,80,40,87,80,40,10,10,80,87,80,40,10,10,40,80,10,87,80,10,80,87,80,40,10
0.700000,80,40,10,80,10,87,10,40,87,10,40,80,10,87,40,80,40,10,10,80,40,80,87,40,10,40,80,80,40,10
0.720000,40,10,87,10,80,87,80,40,10,80,40,10,80,40,10,80,40,10,80,87,10,80,40,10,80,40,10,10,40,80
0.740000,80,10,87,80,40,10,10,40,87,80,40,10,10,40,80,80,40,87,80,40,10,80,10,87,10,80,87,10,87,40
0.680000,40,10,87,80,10,87,80,10,87,80,40,10,10,40,87,40,10,87,80,10,87,10,87,80,40,87,10,80,40,87
0.620000,40,87,10,80,40,10,10,87,80,40,87,80,10,87,80,10,87,80,80,10,87,80,40,87,40,87,10,40,87,80
0.620000,80,87,10,10,87,80,87,80,40,40,80,10,80,40,87,40,87,10,40,80,10,40,87,80,40,10,87,10,87,80
0.640000,40,80,10,40,10,87,40,80,10,10,80,40,80,40,87,80,10,87,87,80,40,40,80,87,40,80,10,40,10,80
0.700000,40,80,10,40,80,10,40,80,10,40,80,10,40,80,10,10,80,87,40,10,80,87,80,10,80,10,40,40,10,87
0.740000,10,87,80,10,87,80,40,10,87,40,80,10,80,10,87,10,80,87,40,80,10,40,10,87,80,10,87,40,10,87
0.640000,10,87,80,10,87,40,80,10,40,40,80,10,40,80,10,80,87,40,40,87,80,80,87,40,87,80,40,40,87,80
0.660000,10,87,80,40,87,10,40,87,80,40,10,87,40,80,10,87,40,10,87,40,10,80,40,10,80,10,40,40,80,87
0.660000,40,10,87,40,10,87,87,40,80,40,80,87,87,40,10,80,10,40,40,10,87,87,40,80,40,10,87,80,10,40
0.640000,80,40,87,87,40,80,40,80,87,87,40,10,40,10,87,10,87,80,80,10,87,10,40,87,10,40,87,10,87,80
0.600000,80,10,40,10,87,40,10,87,80,10,87,80,87,40,10,87,80,40,80,10,87,87,80,10,87,80,10,40,87,10
0.620000,87,40,80,80,10,87,80,10,40,40,10,80,87,40,10,87,80,40,87,80,10,80,10,87,87,40,10,40,87,10
0.640000,87,80,10,87,40,10,40,10,80,87,40,10,40,10,80,80,87,40,80,40,87,80,87,40,40,10,80,87,40,80
0.660000,80,87,40,80,87,10,80,40,10,80,40,10,10,80,87,87,40,10,80,40,10,80,87,10,40,10,87,40,80,87
0.660000,40,87,80,40,10,87,80,10,87,87,10,40,10,80,87,87,40,10,80,87,10,80,10,87,40,10,87,40,10,87
0.600000,40,87,80,80,87,10,80,10,40,10,87,80,10,87,40,10,87,40,80,10,87,87,40,10,80,10,87,48,10,40
0.620000,10,40,80,10,40,80,10,40,80,80,40,87,10,40,80,80,87,40,10,87,80,48,10,40,10,87,80,40,87,10
0.680000,10,40,80,10,40,87,10,40,87,40,80,87,10,80,87,10,80,48,10,80,87,10,40,80,10,80,87,10,40,80
0.660000,10,40,87,40,87,80,10,80,87,40,80,87,80,87,40,10,40,80,40,80,87,10,80,40,40,80,87,80,87,10
0.640000,10,87,80,10,80,40,40,80,10,40,80,87,80,40,87,40,80,10,10,40,80,10,80,87,10,40,87,80,40,87
0.680000,40,80,10,40,80,10,87,80,40,10,80,40,10,87,40,80,87,10,40,80,87,80,87,10,40,80,87,80,40,87
0.660000,80,40,10,10,80,40,40,80,10,10,80,87,10,87,80,40,10,87,40,10,87,80,87,40,40,80,87,10,80,40
0.680000,40,87,80,40,10,80,80,40,10,40,87,80,80,40,10,10,80,40,80,40,87,10,80,40,10,87,80,10,80,40
0.720000,10,80,40,10,80,40,10,80,40,10,80,87,10,40,87,40,10,80,10,80,40,40,10,80,10,80,40,10,80,40
0.760000,10,80,40,10,80,40,40,10,80,10,80,40,10,80,40,10,40,80,40,10,80,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,40,10,80,40,10,80,10,40,80,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.800000,10,80,6,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40,10,80,40
0.780000,10,80,40,10,80,40,10,80,40,10,80,6,80,40,6,10,40,6,10,40,6,10,80,40,10,80,40,10,80,6
