0.000000,4,82,84,35,56,70,52,86,100,8,73,74,51,57,58,17,48,86,14,58,78,1,68,69,10,34,68,19,24,90
0.220000,73,74,17,35,56,70,17,52,100,14,78,73,52,86,1,34,12,100,1,68,73,4,82,86,58,19,24,51,57,14
0.240000,34,12,86,14,78,19,51,14,17,68,73,17,51,57,19,100,86,1,68,73,74,86,1,68,52,100,12,12,100,17
0.260000,78,19,57,68,73,74,68,57,19,12,100,86,100,86,12,73,74,100,68,12,100,68,73,100,52,100,1,100,12,86
0.340000,52,100,86,68,100,86,12,86,68,68,100,12,73,100,12,12,100,86,12,100,86,68,100,74,73,100,86,68,12,100
0.380000,68,100,73,68,12,74,52,100,12,100,74,12,12,100,86,68,12,100,52,86,73,73,100,68,100,86,68,12,73,86
0.340000,100,74,68,68,74,12,100,74,12,68,74,100,100,86,74,100,73,82,68,100,73,52,100,68,52,86,100,73,68,86
0.360000,68,74,100,100,74,86,68,74,100,100,68,86,100,86,68,100,73,74,100,12,73,100,12,86,73,74,68,100,74,12
0.380000,68,74,100,12,73,86,100,86,73,100,86,68,68,92,12,100,68,86,100,74,12,100,86,74,100,74,86,100,74,12
0.360000,74,12,68,100,12,86,100,86,74,100,68,86,74,12,86,100,74,86,68,74,86,100,86,68,100,74,12,86,68,73
0.320000,100,86,68,100,86,73,12,86,74,100,12,86,100,86,74,100,74,68,100,74,12,100,74,12,100,86,68,86,12,68
0.360000,74,12,86,100,74,12,100,12,86,86,12,100,100,12,74,12,86,73,100,12,86,100,68,74,100,12,86,73,74,12
0.340000,74,100,68,12,86,74,100,12,74,100,12,74,100,12,74,12,74,86,100,74,12,12,100,74,12,86,74,68,74,86
0.320000,100,74,12,100,68,12,12,74,68,12,100,74,100,74,86,12,100,74,12,74,86,100,12,74,100,68,86,12,100,74
0.360000,100,86,12,100,86,12,100,74,68,100,12,74,12,100,73,100,74,12,100,68,12,100,74,68,100,68,74,86,12,74
0.380000,100,12,74,100,12,86,100,74,12,100,74,68,100,74,12,100,86,68,12,100,74,100,74,68,12,74,68,100,12,74
0.380000,100,12,74,100,12,74,100,12,74,100,74,12,100,86,74,100,12,74,12,86,74,100,74,12,100,12,74,12,86,74
0.360000,100,12,86,100,74,12,100,74,12,100,74,12,100,12,86,100,74,12,100,12,74,100,12,74,74,12,86,100,12,74
0.380000,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,74,12,100,74,12,100,74,12,100,74,12,100,47,12,100,74,12,100,74,12,100,74,12,100,74,12,100,74,12
0.400000,100,12,47,100,12,47,100,74,12,100,74,12,74,12,47,100,74,12,74,12,47,100,74,12,100,74,12,100,12,47
0.360000,100,12,47,100,12,47,100,74,12,100,74,47,74,12,47,12,47,74,100,74,47,100,74,47,100,12,47,100,12,74
0.360000,100,12,74,100,12,47,100,47,12,12,47,74,100,74,12,100,74,12,100,47,74,74,12,47,12,47,74,100,12,47
0.340000,100,74,47,100,47,12,100,74,12,100,47,12,100,74,12,100,47,74,100,74,12,12,47,74,100,47,74,100,12,47
0.380000,100,47,12,100,12,47,47,74,12,100,47,74,100,12,47,100,12,47,100,12,47,100,47,12,47,12,74,100,12,47
0.360000,100,12,47,100,47,12,100,12,47,100,12,47,47,74,12,100,12,47,100,47,12,100,12,47,100,47,12,100,12,47
0.380000,100,47,12,100,12,47,100,12,47,100,47,12,100,47,12,100,12,47,20,12,47,100,12,47,100,12,47,100,47,12
0.400000,12,47,100,47,12,20,100,47,12,100,12,47,100,12,47,100,12,47,100,47,12,100,12,47,100,12,77,100,12,20
0.420000,100,47,12,100,20,47,100,12,47,100,12,47,12,47,100,12,20,100,100,12,77,12,47,20,12,20,77,47,12,20
0.440000,100,47,12,47,20,100,100,20,47,12,77,47,47,100,20,100,47,20,20,47,12,20,77,100,12,100,20,47,20,100
0.520000,47,100,20,20,100,12,47,100,77,47,100,20,20,77,47,47,20,100,100,47,12,47,12,100,47,12,20,12,100,20
0.500000,47,77,12,100,12,47,47,12,100,47,20,12,20,100,12,12,20,47,100,77,47,47,20,100,47,100,12,100,20,12
0.440000,20,12,47,47,100,20,100,12,77,12,100,20,47,100,20,20,100,12,47,20,12,47,12,100,100,20,47,20,47,100
0.520000,20,100,12,20,100,47,20,47,100,20,100,12,100,20,44,100,77,20,47,20,12,20,100,12,20,47,100,47,100,20
0.580000,20,100,12,20,47,12,20,47,12,20,100,47,20,12,47,20,100,47,47,20,12,47,12,100,100,77,47,100,20,12
0.480000,20,100,12,20,100,12,20,12,100,100,20,47,12,47,100,12,100,20,20,100,47,100,47,12,20,47,12,20,12,47
